Date,Close/Last,Volume,Open,High,Low
09/18/2018,$42.5298,19252020,$42.0313,$42.6948,$41.8651
09/17/2018,$42.041,15778950,$42.0508,$42.2072,$41.7771
09/14/2018,$41.9922,15617390,$41.7869,$42.0313,$41.5425
09/13/2018,$41.8846,16793400,$41.5425,$41.9531,$41.4741
09/12/2018,$41.4546,16544080,$41.347,$41.826,$41.3275
09/11/2018,$41.3568,18020820,$41.0538,$41.4692,$41.0049
09/10/2018,$41.1124,20170620,$41.4252,$41.7576,$41.1027
09/07/2018,$41.2493,19981730,$40.653,$41.3959,$40.526
09/06/2018,$40.8387,17387230,$40.9072,$40.9658,$40.5162
09/05/2018,$40.9072,20588760,$40.3598,$40.9756,$40.3305
09/04/2018,$40.438,14424780,$40.5455,$40.6139,$40.2914
08/31/2018,$40.5846,19574390,$40.3598,$40.6384,$40.1643
08/30/2018,$40.5651,14872430,$40.3011,$40.9609,$40.2718
08/29/2018,$40.5651,14798280,$40.5651,$40.6775,$40.2425
08/28/2018,$40.5651,18853560,$40.6726,$40.8387,$40.3891
08/27/2018,$40.6433,23182200,$41.5621,$41.6598,$40.3793
08/24/2018,$41.4448,20172320,$41.4741,$41.5328,$41.0538
08/23/2018,$41.2493,19861930,$41.1613,$41.3666,$41.0155
08/22/2018,$41.1222,14216650,$41.2004,$41.3812,$40.8681
08/21/2018,$41.2102,17540510,$41.3764,$41.4839,$41.044
08/20/2018,$41.3764,21220160,$41.2493,$41.8064,$41.1418
08/17/2018,$41.1418,24567460,$40.5455,$41.2395,$40.5357
08/16/2018,$40.4869,15475680,$40.3011,$40.5357,$40.1447
08/15/2018,$40.2327,20938710,$39.8808,$40.3109,$39.7342
08/14/2018,$39.7929,15996150,$39.9199,$40.1105,$39.6267
08/13/2018,$39.8906,17634130,$40.0274,$40.2816,$39.8906
08/10/2018,$40.0079,17200840,$39.8906,$40.3793,$39.7831
08/09/2018,$40.0763,18444750,$40.3696,$40.438,$39.8906
08/08/2018,$40.4771,24403180,$39.7929,$40.7019,$39.6658
08/07/2018,$39.9199,17478080,$39.9297,$40.3207,$39.8711
08/06/2018,$40.1154,26065570,$39.4468,$40.2914,$39.4214
08/03/2018,$39.6267,25963290,$38.7274,$39.744,$38.6003
08/02/2018,$38.7567,30245700,$38.7274,$39.3139,$38.6443
08/01/2018,$39.3628,31044200,$38.7372,$39.4116,$38.6492
07/31/2018,$39.0304,47712610,$37.3492,$39.0891,$37.2808
07/30/2018,$37.7206,20775780,$37.4958,$37.8086,$37.3199
07/27/2018,$37.5447,20979080,$37.2417,$37.6131,$37.2123
07/26/2018,$37.3003,23424190,$37.183,$37.5056,$37.183
07/25/2018,$37.1341,16291200,$36.8213,$37.2123,$36.7138
07/24/2018,$36.8507,16817330,$36.5281,$36.8995,$36.4255
07/23/2018,$36.3717,19140860,$36.4988,$36.6649,$36.3033
07/20/2018,$36.489,14736630,$36.3619,$36.489,$36.2837
07/19/2018,$36.5183,15746030,$36.6063,$36.7529,$36.4695
07/18/2018,$36.8116,19719800,$36.7431,$36.88,$36.6356
07/17/2018,$36.8018,14927100,$36.6161,$36.9191,$36.6063
07/16/2018,$36.5379,16963530,$36.6356,$36.6992,$36.4499
07/13/2018,$36.6845,14446870,$36.6552,$36.7431,$36.3815
07/12/2018,$36.6747,16103100,$36.5672,$36.7138,$36.3717
07/11/2018,$36.3717,16801130,$36.4108,$36.5623,$36.3228
07/10/2018,$36.5867,19188960,$36.4597,$36.6552,$36.3619
07/09/2018,$36.3228,21115210,$36.4304,$36.6258,$36.1762
07/06/2018,$36.274,17984260,$36.1664,$36.401,$36.0443
07/05/2018,$36.0394,19318840,$35.7168,$36.0785,$35.6875
07/03/2018,$35.5311,9115864,$35.5702,$35.7559,$35.4236
07/02/2018,$35.5115,13713500,$35.189,$35.5506,$35.189
06/29/2018,$35.4627,19898960,$35.6288,$35.7559,$35.4627
06/28/2018,$35.5409,15658910,$35.2965,$35.663,$35.2965
06/27/2018,$35.3942,27888490,$35.4822,$35.7266,$35.3649
06/26/2018,$35.5604,24116090,$35.58,$35.7608,$35.4822
06/25/2018,$35.5604,19361480,$35.5018,$35.6386,$35.3209
06/22/2018,$35.6875,26607070,$35.6679,$35.8097,$35.5751
06/21/2018,$35.4822,16025940,$35.4529,$35.5409,$35.3356
06/20/2018,$35.6386,20249440,$35.4724,$35.7559,$35.3942
06/19/2018,$35.404,17520100,$35.0814,$35.5409,$35.0619
06/18/2018,$35.3454,22900780,$35.316,$35.404,$34.925
06/15/2018,$35.5409,46625590,$35.3747,$35.5702,$35.2232
06/14/2018,$35.3454,18933950,$35.404,$35.5653,$35.2329
06/13/2018,$35.404,15111960,$35.5506,$35.6875,$35.3845
06/12/2018,$35.4822,15421080,$35.5702,$35.5751,$35.3307
06/11/2018,$35.4822,18399410,$35.9709,$35.9709,$35.4627
06/08/2018,$35.8439,15459340,$35.707,$35.8781,$35.6288
06/07/2018,$35.6679,16207870,$35.6679,$35.7657,$35.5506
06/06/2018,$35.5604,18375220,$35.5751,$35.7461,$35.3747
06/05/2018,$35.6191,20375700,$35.6875,$35.8145,$35.5213
06/04/2018,$35.6288,18025710,$35.5897,$35.7363,$35.4138
06/01/2018,$35.4333,21196590,$35.4431,$35.4675,$35.2965
05/31/2018,$35.1205,29327960,$35.1401,$35.3845,$35.0814
05/30/2018,$35.2378,27401040,$35.1401,$35.4333,$35.0912
05/29/2018,$34.8957,26734330,$34.5732,$34.925,$34.5243
05/25/2018,$34.8762,14236570,$35.013,$35.1108,$34.7434
05/24/2018,$35.0814,16571390,$35.1499,$35.2769,$34.9641
05/23/2018,$35.1596,19278400,$34.8762,$35.2232,$34.8273
05/22/2018,$34.9153,13735580,$34.9935,$35.2769,$34.8859
05/21/2018,$34.9935,15246090,$34.9055,$35.0619,$34.7198
05/18/2018,$34.8371,14453350,$34.8077,$34.9446,$34.6318
05/17/2018,$34.9055,12349280,$34.8273,$34.9739,$34.6416
05/16/2018,$34.8762,13346900,$34.925,$35.0668,$34.7687
05/15/2018,$34.8859,18354400,$34.9544,$34.969,$34.6807
05/14/2018,$35.0521,20273390,$34.71,$35.1157,$34.6906
05/11/2018,$34.7002,20496090,$34.3386,$34.7589,$34.2799
05/10/2018,$34.2506,29323230,$34.2115,$34.5145,$34.104
05/09/2018,$34.3777,19363210,$34.231,$34.6074,$34.0844
05/08/2018,$34.1919,26549230,$34.1235,$34.2995,$33.928
05/07/2018,$34.1431,20476250,$34.0062,$34.3386,$33.928
05/04/2018,$34.0551,18780500,$33.7814,$34.2066,$33.5957
05/03/2018,$33.9769,22312230,$34.0355,$34.0942,$33.6446
05/02/2018,$34.104,26607420,$34.3777,$34.5732,$33.9622
05/01/2018,$34.6025,48646240,$34.7784,$35.2329,$33.8596
04/30/2018,$35.7852,26773530,$36.2935,$36.3424,$35.58
04/27/2018,$36.1664,13685860,$35.9514,$36.274,$35.8732
04/26/2018,$36.0198,19281310,$35.9709,$36.2642,$35.9221
04/25/2018,$35.8536,24725760,$36.0882,$36.2055,$35.6875
04/24/2018,$36.2251,25430640,$36.0785,$36.4255,$35.9367
04/23/2018,$35.9709,23639920,$35.8439,$36.0589,$35.7754
04/20/2018,$35.8048,21216910,$35.6777,$35.9612,$35.6484
04/19/2018,$35.707,15725430,$35.5702,$35.8634,$35.4529
04/18/2018,$35.6679,13832190,$35.5604,$35.7657,$35.4675
04/17/2018,$35.5115,16762770,$35.9221,$35.9514,$35.4529
04/16/2018,$35.707,15115580,$35.6777,$35.9025,$35.5702
04/13/2018,$35.5018,15146460,$35.5897,$35.6777,$35.316
04/12/2018,$35.5018,22594100,$35.2183,$35.6777,$35.1596
04/11/2018,$34.9837,13028320,$34.925,$35.2574,$34.7882
04/10/2018,$35.1401,19711880,$35.189,$35.2867,$34.9153
04/09/2018,$34.6611,19154860,$34.5047,$35.1205,$34.4265
04/06/2018,$34.3777,20652530,$34.7589,$35.0619,$34.104
04/05/2018,$34.925,23982410,$34.8664,$35.1914,$34.7344
04/04/2018,$35.316,20375360,$34.5243,$35.4138,$34.4461
04/03/2018,$34.8762,20254070,$34.319,$34.9299,$34.1333
04/02/2018,$34.2604,26722870,$34.622,$34.9348,$33.9769
03/29/2018,$34.6905,23533780,$34.7198,$34.8713,$34.2799
03/28/2018,$34.5047,24996840,$34.3874,$35.0032,$34.3288
03/27/2018,$34.2213,25462020,$34.3874,$34.7589,$33.9964
03/26/2018,$34.2506,23577620,$34.1431,$34.3581,$33.5468
03/23/2018,$33.713,27800060,$34.6905,$34.7002,$33.6641
03/22/2018,$34.798,20348800,$35.2183,$35.329,$34.6709
03/21/2018,$35.4529,16411280,$35.6679,$35.9025,$35.3845
03/20/2018,$35.5115,19255900,$35.5506,$35.7266,$35.3014
03/19/2018,$35.5115,18812130,$35.9709,$35.9709,$35.2672
03/16/2018,$35.9514,31699680,$35.8145,$36.2055,$35.795
03/15/2018,$35.7559,19282580,$35.5311,$35.9807,$35.5311
03/14/2018,$35.5311,22180620,$36.01,$36.1567,$35.3649
03/13/2018,$35.9221,26560810,$35.9709,$36.1273,$35.6093
03/12/2018,$35.7852,24952860,$36.0882,$36.1664,$35.6777
03/09/2018,$35.9416,18311850,$35.7852,$36.0882,$35.707
03/08/2018,$35.6777,21350040,$35.1792,$35.6777,$35.1205
03/07/2018,$35.1205,21722690,$34.798,$35.2672,$34.7491
03/06/2018,$35.0717,17072230,$35.4236,$35.4236,$34.9446
03/05/2018,$35.3063,19289170,$35.013,$35.4627,$34.9641
03/02/2018,$35.1401,21125870,$34.7491,$35.2574,$34.6025
03/01/2018,$34.8273,28701560,$35.3063,$35.4522,$34.4021
02/28/2018,$35.492,26520470,$36.1958,$36.4401,$35.492
02/27/2018,$35.9709,22306220,$36.2349,$36.3961,$35.9123
02/26/2018,$36.2544,23183540,$35.4724,$36.3717,$35.3942
02/23/2018,$35.4431,17020890,$35.1205,$35.4822,$35.0228
02/22/2018,$34.9348,21849350,$35.0619,$35.3356,$34.8077
02/21/2018,$34.9544,24006880,$35.1596,$35.7657,$34.925
02/20/2018,$35.1987,25736650,$35.2085,$35.6706,$35.0717
02/16/2018,$35.4431,25690460,$34.9544,$35.8341,$34.8762
02/15/2018,$34.9055,21316800,$34.5732,$34.925,$34.2897
02/14/2018,$34.3972,23239290,$33.9183,$34.5438,$33.7814
02/13/2018,$34.1528,19724570,$33.7912,$34.2408,$33.6348
02/12/2018,$33.8792,36591580,$33.6739,$34.0844,$33.2619
02/09/2018,$33.3904,47295680,$33.4197,$33.6543,$32.452
02/08/2018,$32.8724,43444490,$34.2115,$34.3777,$32.843
02/07/2018,$34.1919,29352950,$34.3386,$34.8468,$34.1822
02/06/2018,$34.4852,53161000,$33.3904,$34.6758,$33.234
02/05/2018,$33.8889,39350570,$35.6581,$35.8732,$33.234
02/02/2018,$35.7852,24258970,$35.7754,$36.4108,$35.6875
02/01/2018,$36.0003,28175270,$35.7852,$36.5525,$35.7852
01/31/2018,$36.2055,34016240,$37.0657,$37.1341,$36.0003
01/30/2018,$36.9484,45968400,$37.3492,$37.877,$36.5085
01/29/2018,$38.1409,34882310,$38.1214,$38.5417,$37.8966
01/26/2018,$38.1312,48793680,$36.4597,$38.2093,$36.4597
01/25/2018,$36.3913,18007380,$36.1371,$36.4988,$36.0687
01/24/2018,$36.098,17719890,$36.1567,$36.235,$35.9035
01/23/2018,$35.9905,17575670,$35.9905,$36.2446,$35.7168
01/22/2018,$36.098,20281480,$36.0589,$36.2349,$35.9025
01/19/2018,$36.1078,29396170,$36.3522,$36.4401,$35.6777
01/18/2018,$36.1567,18782120,$36.3326,$36.3326,$35.8732
01/17/2018,$36.3424,24026690,$35.9905,$36.5281,$35.9367
01/16/2018,$35.7754,28970780,$35.7461,$36.1469,$35.6484
01/12/2018,$35.7168,19198800,$35.8048,$35.9709,$35.6386
01/11/2018,$35.7363,14325400,$35.8145,$35.8732,$35.5995
01/10/2018,$35.6484,17793770,$35.5213,$35.7852,$35.492
01/09/2018,$35.5897,16004290,$35.6191,$35.8116,$35.5409
01/08/2018,$35.6288,18923290,$35.8927,$35.9709,$35.5115
01/05/2018,$36.0296,12448370,$35.9905,$36.0491,$35.7852
01/04/2018,$35.9612,12388520,$35.883,$36.0833,$35.7754
01/03/2018,$35.883,13456310,$35.6288,$35.9416,$35.4138
01/02/2018,$35.6191,16185260,$35.5604,$35.6924,$35.4236
12/29/2017,$35.404,11418960,$35.4138,$35.6679,$35.404
12/28/2017,$35.5506,6583100,$35.5409,$35.707,$35.4333
12/27/2017,$35.5115,8321899,$35.492,$35.6386,$35.4138
12/26/2017,$35.3942,10889710,$35.2769,$35.4529,$35.1401
12/22/2017,$35.3258,8598327,$35.4529,$35.5604,$35.2378
12/21/2017,$35.4236,14742500,$35.7168,$35.7754,$35.3747
12/20/2017,$35.6386,15074430,$36.1567,$36.3033,$35.6044
12/19/2017,$36.1078,14017710,$36.3619,$36.3913,$36.0491
12/18/2017,$36.2935,16757120,$36.3815,$36.5085,$36.2251
12/15/2017,$36.3619,37754720,$35.9514,$36.3864,$35.883
12/14/2017,$35.6386,14786090,$35.9025,$36.0589,$35.5213
12/13/2017,$35.8145,15785320,$35.7461,$35.9709,$35.6484
12/12/2017,$35.7559,21914770,$35.5409,$35.9905,$35.4333
12/11/2017,$35.3942,13866060,$34.9837,$35.4431,$34.8859
12/08/2017,$34.9348,14718750,$34.5243,$34.9641,$34.5243
12/07/2017,$34.7002,15803970,$34.7589,$34.8371,$34.3581
12/06/2017,$34.7589,17073260,$34.8859,$35.0717,$34.71
12/05/2017,$34.8273,22320550,$35.3063,$35.3698,$34.71
12/04/2017,$35.2476,14086840,$35.6679,$35.795,$35.2378
12/01/2017,$35.5311,18185530,$35.4724,$35.6777,$35.1987
11/30/2017,$35.4431,22181610,$35.3942,$35.6581,$35.2672
11/29/2017,$35.3942,15279410,$35.1303,$35.5897,$35.0668
11/28/2017,$35.0423,12983290,$34.7882,$35.0814,$34.7198
11/27/2017,$34.6905,9993744,$34.7198,$34.8468,$34.5829
11/24/2017,$34.6905,6397307,$34.71,$34.7589,$34.5732
11/22/2017,$34.6318,10552840,$34.6514,$34.7002,$34.5243
11/21/2017,$34.7393,12085070,$34.6025,$34.925,$34.5829
11/20/2017,$34.5536,11815990,$34.5829,$34.6514,$34.4705
11/17/2017,$34.5732,14847480,$34.5732,$34.6905,$34.3777
11/16/2017,$34.7589,12664380,$34.5438,$34.7784,$34.4559
11/15/2017,$34.5634,12868050,$34.4852,$34.7002,$34.4363
11/14/2017,$34.5829,16393320,$34.4559,$34.8957,$34.4266
11/13/2017,$34.5047,23772960,$34.4265,$34.6807,$34.3483
11/10/2017,$34.3874,15045120,$34.3092,$34.3972,$34.0111
11/09/2017,$34.407,13364170,$34.2897,$34.4559,$34.0551
11/08/2017,$34.5438,13569210,$34.5732,$34.5927,$34.2408
11/07/2017,$34.5634,10892500,$34.5047,$34.622,$34.4461
11/06/2017,$34.5243,10625870,$34.7882,$34.8077,$34.3288
11/03/2017,$34.7491,8878771,$34.6514,$34.7589,$34.5243
11/02/2017,$34.6611,13168850,$34.4754,$34.71,$34.2449
11/01/2017,$34.4656,15653730,$34.2213,$34.925,$34.1137
10/31/2017,$34.2701,22631850,$34.2604,$34.5438,$33.3367
10/30/2017,$34.3581,25291970,$34.6318,$34.6709,$34.231
10/27/2017,$34.798,14932260,$34.7296,$34.9446,$34.6025
10/26/2017,$34.9348,17432460,$35.2769,$35.3991,$34.798
10/25/2017,$35.3454,16624890,$35.3845,$35.5311,$35.1108
10/24/2017,$35.4529,14743780,$35.6288,$35.707,$35.1792
10/23/2017,$35.58,15158810,$35.4822,$35.9514,$35.4822
10/20/2017,$35.5995,17199450,$35.4822,$35.5995,$35.2183
10/19/2017,$35.4236,19789250,$35.0814,$35.5604,$35.0326
10/18/2017,$35.0228,14417650,$35.4333,$35.4724,$34.9837
10/17/2017,$35.3845,14019280,$35.1205,$35.5115,$34.9446
10/16/2017,$35.1694,13580670,$35.5311,$35.6581,$35.0717
10/13/2017,$35.5213,12768060,$35.5506,$35.6679,$35.4376
10/12/2017,$35.5311,14152110,$35.6581,$35.7754,$35.4627
10/11/2017,$35.6288,17231260,$35.5506,$35.6581,$35.3845
10/10/2017,$35.58,17738040,$35.5604,$35.6875,$35.2183
10/09/2017,$35.3258,9749957,$35.2476,$35.3356,$35.1205
10/06/2017,$35.2378,12039590,$35.1792,$35.3258,$35.1303
10/05/2017,$35.189,13605620,$35.0717,$35.189,$34.9446
10/04/2017,$35.1499,10848520,$35.3649,$35.4236,$35.0912
10/03/2017,$35.3258,13594260,$35.2085,$35.3845,$34.9446
10/02/2017,$35.2574,16272650,$34.8664,$35.2867,$34.6905
09/29/2017,$34.8957,15791080,$34.8371,$34.8957,$34.5536
09/28/2017,$34.798,18053800,$34.4754,$34.9739,$34.4265
09/27/2017,$34.6514,14708370,$34.4559,$34.7247,$34.4015
09/26/2017,$34.5047,17361690,$34.71,$34.842,$34.4461
09/25/2017,$34.71,22178660,$35.0912,$35.2183,$34.6416
09/22/2017,$35.1499,14280410,$35.2867,$35.3063,$34.9641
09/21/2017,$35.1596,15537830,$35.2476,$35.3747,$35.101
09/20/2017,$35.1792,25634250,$35.1205,$35.3942,$35.0032
09/19/2017,$34.6514,15692090,$34.8566,$34.8566,$34.5536
09/18/2017,$34.7491,16936220,$34.5829,$34.7491,$34.4177
09/15/2017,$34.5634,28820440,$34.798,$34.9153,$34.4461
09/14/2017,$34.925,27426210,$34.2604,$35.0326,$34.2115
09/13/2017,$34.2701,20981950,$34.4656,$34.6318,$34.1822
09/12/2017,$34.5732,37264230,$33.6055,$34.9446,$33.5859
09/11/2017,$33.5468,16379200,$33.322,$33.5664,$33.2145
09/08/2017,$33.3318,15431290,$33.1851,$33.4784,$33.0385
09/07/2017,$33.2242,17867050,$33.2731,$33.3611,$33.0483
09/06/2017,$33.2242,12948910,$33.1851,$33.3415,$33.146
09/05/2017,$33.0385,14296600,$33.1167,$33.3953,$32.9897
09/01/2017,$33.1949,18179030,$33.1754,$33.3611,$33.0581
08/31/2017,$33.1558,25899360,$32.7453,$33.2536,$32.7257
08/30/2017,$32.6964,11749620,$32.7257,$32.7257,$32.5009
08/29/2017,$32.7453,12223940,$32.6769,$32.7942,$32.4911
08/28/2017,$32.716,12364610,$32.7453,$32.8626,$32.6573
08/25/2017,$32.6378,14372040,$32.5302,$32.8626,$32.4814
08/24/2017,$32.4814,11518340,$32.6182,$32.6427,$32.4227
08/23/2017,$32.4911,16119410,$32.325,$32.6378,$32.325
08/22/2017,$32.4032,13451470,$32.022,$32.4716,$31.9633
08/21/2017,$32.022,16657790,$31.8656,$32.1295,$31.5919
08/18/2017,$31.934,15339970,$32.1686,$32.2272,$31.9144
08/17/2017,$32.2077,14434430,$32.54,$32.6964,$32.2077
08/16/2017,$32.6084,10558140,$32.5791,$32.7355,$32.5107
08/15/2017,$32.628,17114190,$32.5889,$32.7746,$32.5107
08/14/2017,$32.5596,12791410,$32.5791,$32.6133,$32.3934
08/11/2017,$32.5009,12925170,$32.7453,$32.8088,$32.4618
08/10/2017,$32.6671,18084140,$32.6182,$32.7942,$32.4628
08/09/2017,$32.6964,14978630,$32.5889,$32.7062,$32.4129
08/08/2017,$32.5302,16032380,$32.5791,$32.7062,$32.4667
08/07/2017,$32.5596,12502230,$32.7942,$32.8333,$32.5009
08/04/2017,$32.8821,25790460,$32.8235,$33.234,$32.7257
08/03/2017,$32.6769,27267340,$32.2077,$33.0483,$32.1197
08/02/2017,$32.1784,28837480,$32.1295,$32.1784,$31.9633
08/01/2017,$32.3347,26378690,$32.2956,$32.5498,$31.9829
07/31/2017,$32.4129,21980760,$32.4618,$32.6378,$32.3934
07/28/2017,$32.4032,15738740,$32.3152,$32.4227,$32.0708
07/27/2017,$32.2565,16436390,$32.0513,$32.2565,$31.9535
07/26/2017,$32.149,15723570,$32.3445,$32.3543,$32.0855
07/25/2017,$32.3543,19786590,$32.628,$32.7257,$32.2663
07/24/2017,$32.5693,14516690,$32.628,$32.6915,$32.4227
07/21/2017,$32.7257,12020840,$32.716,$32.8235,$32.6378
07/20/2017,$32.7844,16864870,$32.716,$32.9408,$32.584
07/19/2017,$32.8626,18414890,$32.6182,$32.931,$32.5596
07/18/2017,$32.6084,14515520,$32.4814,$32.6378,$32.2956
07/17/2017,$32.5009,16780110,$32.6866,$32.716,$32.3934
07/14/2017,$32.6769,12500640,$32.5205,$32.7942,$32.4911
07/13/2017,$32.5302,13379380,$32.4716,$32.5889,$32.2468
07/12/2017,$32.4716,13831110,$32.5889,$32.7746,$32.452
07/11/2017,$32.4227,12044980,$32.6475,$32.716,$32.3054
07/10/2017,$32.6573,13513940,$32.6084,$32.7746,$32.4911
07/07/2017,$32.5987,16465810,$32.5009,$32.6084,$32.2761
07/06/2017,$32.4716,13909050,$32.8821,$32.9115,$32.3934
07/05/2017,$32.8821,16195120,$33.1754,$33.1851,$32.7404
07/03/2017,$33.0581,8512300,$32.7257,$33.2047,$32.716
06/30/2017,$32.8333,13511460,$32.9701,$33.0336,$32.7551
06/29/2017,$32.8724,14911200,$33.0385,$33.1069,$32.6182
06/28/2017,$32.9897,14794490,$33.0972,$33.2242,$32.8919
06/27/2017,$33.0092,15252000,$33.3611,$33.3611,$32.9897
06/26/2017,$33.2731,13954790,$33.3904,$33.4393,$33.1998
06/23/2017,$33.4002,29536350,$33.3122,$33.4491,$33.2047
06/22/2017,$33.2927,21403940,$33.1851,$33.7032,$33.1558
06/21/2017,$33.1167,25350830,$32.8235,$33.3269,$32.8235
06/20/2017,$32.8039,26066060,$32.4618,$32.9897,$32.4032
06/19/2017,$32.4716,20704790,$32.1979,$32.5009,$32.1686
06/16/2017,$32.2272,31647870,$32.237,$32.3836,$32.0708
06/15/2017,$32.0708,18929740,$31.8851,$32.2859,$31.8265
06/14/2017,$31.9535,13800580,$31.8558,$32.022,$31.7287
06/13/2017,$31.846,17153850,$31.9731,$32.0415,$31.7874
06/12/2017,$31.9633,28863750,$32.0122,$32.3738,$31.7678
06/09/2017,$32.0317,30118770,$31.0934,$32.0611,$31.0249
06/08/2017,$31.0347,33697270,$31.3377,$31.3768,$30.9565
06/07/2017,$31.2791,16565660,$31.3573,$31.4355,$31.1813
06/06/2017,$31.3475,17852500,$31.5723,$31.6359,$31.3182
06/05/2017,$31.6212,14197930,$31.7776,$31.846,$31.4746
06/02/2017,$31.8069,20840960,$32.0317,$32.1393,$31.7092
06/01/2017,$31.9731,23875760,$31.934,$32.1099,$31.7874
05/31/2017,$31.9144,29113660,$31.5528,$32.0513,$31.4061
05/30/2017,$31.4061,16047050,$31.3377,$31.5821,$31.2986
05/26/2017,$31.4159,11697040,$31.455,$31.5625,$31.3768
05/25/2017,$31.4355,17292780,$31.3377,$31.4746,$31.2498
05/24/2017,$31.328,22479830,$31.4452,$31.5479,$31.2498
05/23/2017,$31.4159,17553300,$31.3964,$31.5528,$31.3573
05/22/2017,$31.3964,25351200,$31.7678,$31.7678,$31.3964
05/19/2017,$31.7287,28316620,$31.5723,$31.7287,$31.4648
05/18/2017,$31.4941,23599890,$31.4746,$31.6896,$31.3475
05/17/2017,$31.5039,28377850,$31.5821,$31.8362,$31.4843
05/16/2017,$31.8656,40251170,$31.8265,$32.0611,$31.6603
05/15/2017,$32.3738,19322490,$32.2272,$32.4325,$32.0611
05/12/2017,$32.2663,17625670,$32.149,$32.325,$32.149
05/11/2017,$32.2956,25066540,$32.2468,$32.3934,$32.1099
05/10/2017,$32.2859,33045390,$32.2565,$32.3738,$32.1588
05/09/2017,$32.628,17100360,$32.8039,$32.8333,$32.5987
05/08/2017,$32.6964,23509020,$32.6475,$32.8626,$32.5987
05/05/2017,$32.7257,21813660,$32.6866,$32.7257,$32.4814
05/04/2017,$32.6964,25518430,$32.6866,$32.8333,$32.5693
05/03/2017,$32.716,24814130,$32.7257,$32.8333,$32.5498
05/02/2017,$32.8528,40044620,$32.8235,$32.9603,$32.1393
05/01/2017,$33.019,22684600,$33.1265,$33.2242,$33.0091
04/28/2017,$33.1558,15960680,$33.1167,$33.1754,$32.9897
04/27/2017,$33.0972,14832100,$33.1949,$33.2536,$33.0092
04/26/2017,$33.0874,19775080,$33.0972,$33.2633,$33.0874
04/25/2017,$32.9994,18743970,$33.0581,$33.1949,$32.9506
04/24/2017,$32.9799,21232120,$33.2145,$33.2633,$32.8919
04/21/2017,$32.8821,24238670,$32.8821,$32.9701,$32.716
04/20/2017,$32.9799,18348310,$32.8724,$33.1069,$32.7257
04/19/2017,$32.8528,23912810,$33.0874,$33.146,$32.7942
04/18/2017,$33.0776,21151210,$32.9994,$33.1167,$32.9017
04/17/2017,$33.234,15135740,$33.1363,$33.2829,$33.0581
04/13/2017,$33.1167,12850500,$33.1167,$33.2536,$33.0581
04/12/2017,$33.1558,24689350,$33.1167,$33.2242,$32.9506
04/11/2017,$33.1656,19122350,$33.2536,$33.3122,$32.9799
04/10/2017,$33.2731,15989250,$33.3611,$33.4442,$33.2047
04/07/2017,$33.3318,13955530,$33.322,$33.4784,$33.2731
04/06/2017,$33.3415,16271440,$33.3709,$33.5761,$33.2927
04/05/2017,$33.4197,19264400,$33.5566,$33.7423,$33.3806
04/04/2017,$33.5664,19282950,$33.41,$33.7228,$33.2829
04/03/2017,$33.4686,18088030,$33.3415,$33.5761,$33.3318
03/31/2017,$33.4393,18602190,$33.4393,$33.6055,$33.3904
03/30/2017,$33.5761,14993080,$33.4197,$33.6641,$33.3806
03/29/2017,$33.5566,17280890,$33.3904,$33.6739,$33.3415
03/28/2017,$33.3904,18336550,$33.2927,$33.4882,$33.2047
03/27/2017,$33.41,17873060,$32.9799,$33.537,$32.9799
03/24/2017,$33.234,27100320,$33.4979,$33.4979,$33.1754
03/23/2017,$33.5175,20282630,$33.5468,$33.7814,$33.4588
03/22/2017,$33.6934,26107930,$33.5273,$33.7619,$33.2242
03/21/2017,$33.4784,31390170,$33.7032,$33.8303,$33.41
03/20/2017,$33.6055,17490950,$33.625,$33.7227,$33.5468
03/17/2017,$33.5468,43392410,$33.6837,$33.801,$33.4979
03/16/2017,$33.6543,20496850,$33.7912,$33.8498,$33.4784
03/15/2017,$33.8498,23024400,$33.4491,$33.9183,$33.41
03/14/2017,$33.4491,14765590,$33.2536,$33.5566,$33.2145
03/13/2017,$33.3415,18721270,$33.3709,$33.3806,$33.146
03/10/2017,$33.3415,19179040,$33.3709,$33.5468,$33.234
03/09/2017,$33.2829,19163710,$33.1167,$33.3709,$33.019
03/08/2017,$33.146,22566060,$33.146,$33.3318,$32.9603
03/07/2017,$33.2242,29202070,$33.1069,$33.4295,$32.9897
03/06/2017,$33.5761,18190040,$33.5566,$33.6934,$33.3122
03/03/2017,$33.7423,18807610,$33.6446,$33.8659,$33.5859
03/02/2017,$33.7325,25538310,$33.6837,$33.9671,$33.6446
03/01/2017,$33.6446,32262390,$33.4979,$33.7521,$33.2829
02/28/2017,$33.3513,27480010,$33.3318,$33.4921,$33.146
02/27/2017,$33.5077,21830280,$33.4588,$33.6837,$33.3904
02/24/2017,$33.4882,24711840,$33.4002,$33.5761,$33.2242
02/23/2017,$33.2927,30476540,$32.9408,$33.3513,$32.8235
02/22/2017,$32.8333,27207290,$32.8137,$32.9897,$32.5009
02/21/2017,$32.8626,24089520,$32.8147,$33.0385,$32.7257
02/17/2017,$32.8626,34968110,$32.8333,$33.1265,$32.7746
02/16/2017,$32.8626,38330420,$32.6964,$33.1216,$32.4716
02/15/2017,$32.7551,45468170,$32.0415,$32.8235,$31.9486
02/14/2017,$32.0122,22958660,$31.7971,$32.0317,$31.6212
02/13/2017,$31.8753,20583280,$31.7092,$31.9535,$31.7092
